Id,Label,timeset,topgenre,Degree,modularity_class,componentnumber
545,Sam Rockwell,,Comedy,9,7,0
546,Dominique McElligott,,Drama,3,7,0
547,Rosie Shaw,,Drama,3,7,0
557,Christian Stolte,,Biography,3,7,0
558,Jason Clarke,,Drama,18,7,0
658,Penn Badgley,,Comedy,3,7,0
854,Ice Cube,,Comedy,7,7,0
855,Brie Larson,,Comedy,15,7,0
924,Christopher Walken,,Comedy,3,7,0
940,Thomas Mann,,Comedy,6,7,0
941,Oliver Cooper,,Comedy,3,7,0
942,Jonathan Daniel Brown,,Comedy,3,7,0
943,Dax Flame,,Comedy,3,7,0
968,Maggie Gyllenhaal,,Action,3,7,0
1069,Nick Robinson,,Adventure,3,7,0
1070,Gabriel Basso,,Drama,9,7,0
1071,Moises Arias,,Adventure,3,7,0
1072,Nick Offerman,,Comedy,12,7,0
1223,Ed Oxenbould,,Comedy,6,7,0
1230,Quvenzhane Wallis,,Comedy,3,7,0
1256,Jacob Tremblay,,Drama,9,7,0
1257,Sean Bridgers,,Drama,3,7,0
1258,Wendy Crewson,,Drama,3,7,0
1289,Olivia DeJonge,,Comedy,3,7,0
1290,Deanna Dunagan,,Comedy,3,7,0
1291,Peter McRobbie,,Comedy,3,7,0
1302,Ang Phula Sherpa,,Action,3,7,0
1303,Thomas M. Wright,,Action,3,7,0
1304,Martin Henderson,,Drama,6,7,0
1333,Joe Manganiello,,Comedy,3,7,0
1334,Matt Bomer,,Comedy,6,7,0
1335,Adam Rodriguez,,Comedy,3,7,0
1364,Mae Whitman,,Comedy,3,7,0
1365,Bella Thorne,,Comedy,3,7,0
1366,Robbie Amell,,Comedy,6,7,0
1367,Allison Janney,,Comedy,3,7,0
1413,RJ Cyler,,Comedy,3,7,0
1414,Olivia Cooke,,Comedy,3,7,0
1469,Alistair Abell,,Animation,3,7,0
1516,Angourie Rice,,Action,3,7,0
1681,Annabeth Gish,,Drama,3,7,0
1691,Jon Voight,,Drama,3,7,0
1692,Lia Marie Johnson,,Drama,6,7,0
1733,Logan Paul,,Thriller,3,7,0
1734,Peyton List,,Thriller,3,7,0
1735,Calum Worthy,,Thriller,3,7,0
1902,Tom Sizemore,,Action,3,7,0
1925,Regina Hall,,Comedy,3,7,0
1926,Anthony Anderson,,Comedy,3,7,0
1927,Eve,,Comedy,3,7,0
1979,Kylie Rogers,,Biography,3,7,0
1980,Brighton Sharbino,,Biography,3,7,0
1981,Cheryl Hines,,Comedy,3,7,0
4,Johnny Depp,,Fantasy,28,8,0
5,Orlando Bloom,,Action,4,8,0
6,Keira Knightley,,Drama,19,8,0
7,Jack Davenport,,Action,6,8,0
35,Anne Hathaway,,Drama,33,8,0
107,Bryce Dallas Howard,,Drama,18,8,0
147,Alan Rickman,,Drama,9,8,0
169,Geoffrey Rush,,Drama,14,8,0
229,Brad Garrett,,Animation,3,8,8
230,Lou Romano,,Animation,3,8,8
231,Patton Oswalt,,Animation,3,8,8
232,Ian Holm,,Animation,3,8,8
263,Helena Bonham Carter,,Fantasy,13,8,0
264,Timothy Spall,,Drama,6,8,0
365,Tom Hardy,,Drama,33,8,0
366,Kelly Adams,,Action,3,8,0
367,Luing Andrews,,Action,3,8,0
368,Katy Barker,,Action,3,8,0
423,Mark Strong,,Action,23,8,0
430,Michael Chiklis,,Thriller,6,8,0
431,Harrison Ford,,Action,12,8,0
435,Charlize Theron,,Drama,28,8,0
443,Matthew McConaughey,,Drama,30,8,0
444,Kate Hudson,,Comedy,9,8,0
445,Donald Sutherland,,Action,6,8,0
446,Alexis Dziena,,Action,3,8,0
510,Adam Brody,,Comedy,6,8,0
542,Noomi Rapace,,Drama,14,8,0
588,Candice Bergen,,Comedy,3,8,0
589,Bryan Greenberg,,Comedy,3,8,0
657,Gary Oldman,,Drama,21,8,0
663,Mia Wasikowska,,Fantasy,9,8,0
681,Judy Greer,,Comedy,6,8,0
683,Ty Simpkins,,Horror,6,8,0
684,Lin Shaye,,Horror,6,8,0
685,Colin Firth,,Drama,15,8,0
686,Derek Jacobi,,Biography,3,8,0
744,Nick Nolte,,Action,3,8,0
745,Joel Edgerton,,Drama,24,8,0
746,Jennifer Morrison,,Action,3,8,0
756,Emily Browning,,Drama,12,8,0
786,Rachael Blake,,Drama,3,8,0
787,Ewen Leslie,,Drama,6,8,0
788,Bridgette Barrett,,Drama,3,8,0
789,Blake Lively,,Drama,15,8,0
792,Chris Pratt,,Adventure,21,8,0
814,Jessica Chastain,,Drama,23,8,0
841,Logan Marshall-Green,,Mystery,6,8,0
921,Reese Witherspoon,,Comedy,12,8,0
922,Til Schweiger,,Action,3,8,0
1014,Alessandro Nivola,,Biography,3,8,0
1015,James Hamrick,,Biography,3,8,0
1039,Nikolaj Coster-Waldau,,Horror,9,8,0
1040,Megan Charpentier,,Horror,3,8,0
1041,Isabelle Nelisse,,Horror,3,8,0
1042,Sylvia Hoeks,,Crime,3,8,0
1043,Chadwick Boseman,,Biography,6,8,0
1044,T.R. Knight,,Biography,3,8,0
1045,Nicole Beharie,,Biography,3,8,0
1052,Nicholas Hoult,,Action,17,8,0
1081,Mackenzie Foy,,Adventure,3,8,0
1084,Taron Egerton,,Comedy,9,8,0
1104,Robert Redford,,Adventure,6,8,0
1135,Andy Powers,,Horror,3,8,0
1136,Laura Allen,,Horror,3,8,0
1137,Peter Stormare,,Horror,6,8,0
1138,Christian Distefano,,Horror,3,8,0
1167,Kate Upton,,Comedy,3,8,0
1172,James Gandolfini,,Crime,3,8,0
1173,Matthias Schoenaerts,,Drama,6,8,0
1203,Gaby Hoffmann,,Adventure,3,8,0
1204,Michiel Huisman,,Drama,9,8,0
1225,Joel Kinnaman,,Crime,5,8,0
1252,Zoe Kravitz,,Action,6,8,0
1254,Paul Anderson,,Biography,3,8,0
1299,Oona Laurence,,Drama,6,8,0
1308,Kathy Baker,,Drama,3,8,0
1311,Emayatzy Corinealdi,,Drama,3,8,0
1312,Tammy Blanchard,,Drama,3,8,0
1345,Allison Tolman,,Mystery,3,8,0
1422,Christina Hendricks,,Thriller,6,8,0
1445,Michael Stuhlbarg,,Drama,6,8,0
1470,Mahershala Ali,,Drama,6,8,0
1471,Shariff Earp,,Drama,3,8,0
1472,Duan Sanderson,,Drama,3,8,0
1473,Alex R. Hibbert,,Drama,3,8,0
1481,Gugu Mbatha-Raw,,Drama,9,8,0
1562,Oscar Jaenada,,Drama,3,8,0
1563,Angelo Josue Lozano Corzo,,Drama,3,8,0
1564,Brett Cullen,,Drama,3,8,0
1632,Kerry Bishe,,Horror,6,8,0
1686,Oakes Fegley,,Adventure,3,8,0
1711,Natasha Henstridge,,Horror,3,8,0
1712,Lukas Hassel,,Horror,3,8,0
1713,Dominique Swain,,Horror,3,8,0
1785,Ruth Negga,,Biography,3,8,0
1786,Will Dalton,,Biography,3,8,0
1787,Dean Mumford,,Biography,3,8,0
1794,Freddie Crowder,,Action,3,8,0
1899,Lily-Rose Depp,,Comedy,3,8,0
1900,Harley Quinn Smith,,Comedy,3,8,0
33,Clive Owen,,Drama,9,9,0
64,Paula Patton,,Action,15,9,0
65,Jim Caviezel,,Action,3,9,0
66,Val Kilmer,,Action,3,9,0
103,Tom Hanks,,Drama,27,9,0
104,Audrey Tautou,,Mystery,6,9,0
105,Jean Reno,,Mystery,3,9,0
115,Jodie Foster,,Drama,6,9,0
145,Ben Whishaw,,Drama,12,9,0
148,Francesc Albiol,,Crime,3,9,0
186,Emile Hirsch,,Drama,12,9,0
187,Catherine Keener,,Drama,9,9,0
252,Cillian Murphy,,Thriller,18,9,0
316,William Atherton,,Crime,3,9,9
317,Blythe Auffarth,,Crime,3,9,9
318,Blanche Baker,,Crime,3,9,9
319,Kevin Chamberlin,,Crime,3,9,9
458,Sarah Jessica Parker,,Comedy,3,9,0
459,Kim Cattrall,,Comedy,3,9,0
460,Cynthia Nixon,,Drama,6,9,0
461,Kristin Davis,,Comedy,3,9,0
521,Ben Foster,,Action,17,9,0
596,Gabourey Sidibe,,Drama,3,9,0
597,Mo'Nique,,Drama,3,9,0
598,Mariah Carey,,Drama,3,9,0
659,Liana Liberato,,Drama,6,9,0
687,Tim Allen,,Animation,3,9,0
688,Joan Cusack,,Animation,3,9,0
689,Ned Beatty,,Animation,3,9,0
981,Imogen Poots,,Crime,12,9,0
986,Sarah Gadon,,Mystery,12,9,0
1032,Barkhad Abdi,,Drama,6,9,0
1033,Barkhad Abdirahman,,Biography,3,9,0
1162,Aaron Paul,,Drama,12,9,0
1163,Dominic Cooper,,Action,9,9,0
1164,Scott Mescudi,,Action,3,9,0
1165,Luke Evans,,Drama,6,9,0
1166,Art Parkinson,,Action,6,9,0
1248,Dakota Johnson,,Drama,12,9,0
1249,Jamie Dornan,,Thriller,12,9,0
1250,Jennifer Ehle,,Drama,6,9,0
1251,Eloise Mumford,,Drama,3,9,0
1493,Valerie Mahaffey,,Biography,3,9,0
1494,Brian Cox,,Horror,3,9,0
1495,Ophelia Lovibond,,Horror,3,9,0
1496,Michael McElhatton,,Thriller,6,9,0
1497,Beverly D'Angelo,,Drama,3,9,0
1498,Jason O'Mara,,Drama,6,9,0
1513,Travis Fimmel,,Action,3,9,0
1614,Garance Marillier,,Drama,3,9,0
1615,Ella Rumpf,,Drama,3,9,0
1616,Rabah Nait Oufella,,Drama,3,9,0
1617,Laurent Lucas,,Drama,6,9,0
1759,Brian Caspe,,Biography,3,9,0
1760,Karel Hermanek Jr.,,Biography,3,9,0
1772,Duncan Duff,,Biography,3,9,0
1773,Keith Carradine,,Biography,3,9,0
1788,Sarita Choudhury,,Comedy,3,9,0
1789,Alexander Black,,Comedy,3,9,0
1813,Pierre Niney,,Drama,6,9,0
1814,Paula Beer,,Drama,3,9,0
1815,Ernst Stotzner,,Drama,3,9,0
1816,Marie Gruber,,Drama,3,9,0
1931,Aiden Longworth,,Mystery,3,9,0
1932,Tijuana Ricks,,Drama,3,9,0
1933,Sue Dahlman,,Drama,3,9,0
1968,Lambert Wilson,,Adventure,3,9,0
51,Kirsten Dunst,,Drama,15,10,0
52,Jason Schwartzman,,Biography,6,10,0
53,Rip Torn,,Biography,3,10,0
54,Judy Davis,,Drama,6,10,0
89,Will Smith,,Drama,28,10,0
91,Jaden Smith,,Drama,8,10,0
209,Tobey Maguire,,Action,6,10,0
210,Topher Grace,,Action,9,10,0
211,Thomas Haden Church,,Adventure,9,10,0
233,Alice Braga,,Sci-Fi,9,10,0
234,Charlie Tahan,,Drama,3,10,0
235,Salli Richardson-Whitfield,,Drama,3,10,0
334,Lauren German,,Horror,3,10,11
335,Heather Matarazzo,,Horror,3,10,11
336,Bijou Phillips,,Horror,3,10,11
337,Roger Bart,,Horror,3,10,11
611,Emily Mortimer,,Mystery,9,10,0
621,Laurence Fishburne,,Adventure,6,10,0
670,Frank Langella,,Crime,3,10,0
671,Lily Rabe,,Crime,3,10,0
701,Jackie Chan,,Action,3,10,0
702,Taraji P. Henson,,Drama,6,10,0
703,Wenwen Han,,Action,3,10,0
741,Carey Mulligan,,Drama,9,10,0
743,Albert Brooks,,Drama,9,10,0
761,James Badge Dale,,Action,12,10,0
762,Lucy Walters,,Drama,3,10,0
938,Diego Boneta,,Comedy,3,10,0
939,Alec Baldwin,,Drama,12,10,0
961,Diane Lane,,Action,6,10,0
1067,David Denman,,Action,6,10,0
1068,Sophie Okonedo,,Action,3,10,0
1100,Bill Paxton,,Thriller,9,10,0
1101,Riz Ahmed,,Crime,6,10,0
1235,Bruce Greenwood,,Drama,6,10,0
1423,Josh Wiggins,,Adventure,6,10,0
1424,Luke Kleintank,,Adventure,3,10,0
1425,Lauren Graham,,Adventure,3,10,0
1547,Ellen DeGeneres,,Animation,3,10,0
1548,Ed O'Neill,,Animation,3,10,0
1549,Kaitlin Olson,,Animation,3,10,0
1580,John Krasinski,,Action,3,10,0
1581,Pablo Schreiber,,Action,3,10,0
1639,Arnaud Viard,,Comedy,3,10,0
1640,Linda Gegusch,,Comedy,3,10,0
1756,Billie Piper,,Crime,3,10,0
1757,James Floyd,,Crime,3,10,0
1758,Cush Jumbo,,Crime,3,10,0
1776,Max Martini,,Action,3,10,0
1923,Sophie Nelisse,,Thriller,3,10,0
1924,Joe Cobden,,Thriller,3,10,0
39,Lucas Black,,Action,6,11,0
40,Zachery Ty Bryan,,Action,3,11,0
41,Shad Moss,,Action,3,11,0
42,Damien Marzette,,Action,3,11,0
378,Jason Segel,,Comedy,9,11,0
397,Ben Burtt,,Animation,3,11,12
398,Elissa Knight,,Animation,3,11,12
399,Jeff Garlin,,Animation,3,11,12
400,Fred Willard,,Animation,3,11,12
516,Dakota Fanning,,Animation,9,11,0
517,Teri Hatcher,,Animation,3,11,0
518,John Hodgman,,Animation,3,11,0
519,Jennifer Saunders,,Animation,3,11,0
520,Dennis Quaid,,Action,15,11,0
522,Antje Traue,,Action,3,11,0
574,Marlon Wayans,,Action,3,11,0
575,Adewale Akinnuoye-Agbaje,,Action,6,11,0
634,Russell Brand,,Animation,3,11,0
635,Julie Andrews,,Animation,3,11,0
726,Paul Bettany,,Action,3,11,0
727,Charles S. Dutton,,Action,3,11,0
807,Kiefer Sutherland,,Drama,9,11,0
819,Kenny Wormald,,Comedy,3,11,0
820,Julianne Hough,,Drama,9,11,0
821,Andie MacDowell,,Comedy,3,11,0
895,Cameron Diaz,,Comedy,15,11,0
896,Matthew Morrison,,Comedy,3,11,0
897,J. Todd Smith,,Comedy,3,11,0
1096,Chris Isaak,,Drama,3,11,0
1097,C.H. Evans,,Drama,3,11,0
1098,Sandra Kinder,,Drama,3,11,0
1168,Rob Corddry,,Comedy,3,11,0
1169,Ellie Kemper,,Comedy,3,11,0
1198,Kit Harington,,Action,6,11,0
1565,Carice van Houten,,Mystery,3,11,0
0,Christian Bale,,Drama,37,12,0
112,Steve Zahn,,Biography,10,12,0
113,Jeremy Davies,,Adventure,3,12,0
114,Zach Grenier,,Adventure,3,12,0
128,Philip Seymour Hoffman,,Action,12,12,0
173,Woody Harrelson,,Crime,21,12,0
193,Jake Gyllenhaal,,Drama,33,12,0
195,Mark Ruffalo,,Crime,18,12,0
196,Anthony Edwards,,Crime,3,12,0
245,Amy Adams,,Drama,23,12,0
312,Josh Hutcherson,,Adventure,11,12,0
313,AnnaSophia Robb,,Adventure,3,12,0
314,Zooey Deschanel,,Adventure,12,12,0
315,Robert Patrick,,Drama,6,12,0
401,Clint Eastwood,,Drama,3,12,13
402,Bee Vang,,Drama,3,12,13
403,Christopher Carley,,Drama,3,12,13
404,Ahney Her,,Drama,3,12,13
512,Jesse Eisenberg,,Comedy,21,12,0
539,Geoffrey Arend,,Comedy,3,12,0
612,Zachary Gordon,,Comedy,4,12,0
613,Robert Capron,,Comedy,4,12,0
614,Rachael Harris,,Comedy,4,12,0
677,Jennifer Lawrence,,Adventure,21,12,0
678,John Hawkes,,Drama,3,12,0
679,Garret Dillahunt,,Drama,3,12,0
680,Isaiah Stone,,Drama,3,12,0
705,Melissa Leo,,Drama,9,12,0
776,Henry Cavill,,Action,11,12,0
809,Devon Bostick,,Comedy,4,12,0
811,George Lopez,,Animation,3,12,0
812,Karen Disher,,Animation,3,12,0
845,Liam Hemsworth,,Adventure,14,12,0
846,Stanley Tucci,,Adventure,6,12,0
927,Isabel Lucas,,Action,3,12,0
928,Josh Peck,,Action,3,12,0
935,Joaquin Phoenix,,Drama,8,12,0
936,Jesse Plemons,,Drama,3,12,0
959,Common,,Crime,3,12,0
960,Michael Shannon,,Drama,8,12,0
1105,Maika Monroe,,Horror,9,12,0
1106,Keir Gilchrist,,Horror,3,12,0
1107,Olivia Luccardi,,Horror,3,12,0
1108,Lili Sepe,,Horror,3,12,0
1205,Dan Stevens,,Drama,9,12,0
1206,Sheila Kelley,,Thriller,3,12,0
1207,Joel David Moore,,Thriller,3,12,0
1213,Boyd Holbrook,,Crime,3,12,0
1451,Jeff Goldblum,,Action,3,12,0
1452,Bill Pullman,,Action,3,12,0
11,Mark Wahlberg,,Drama,42,13,0
106,Ian McKellen,,Adventure,14,13,0
125,Tom Cruise,,Action,22,13,0
182,Simon Pegg,,Action,16,13,0
183,Nick Frost,,Comedy,6,13,0
184,Martin Freeman,,Comedy,12,13,0
185,Bill Nighy,,Comedy,15,13,0
189,Shia LaBeouf,,Action,28,13,0
190,Megan Fox,,Action,11,13,0
191,Josh Duhamel,,Action,10,13,0
192,Tyrese Gibson,,Action,7,13,0
223,Joan Allen,,Action,9,13,0
224,Julia Stiles,,Action,3,13,0
236,Michael Pena,,Drama,15,13,0
237,Rhona Mitra,,Action,6,13,0
238,Danny Glover,,Action,3,13,0
285,Rosamund Pike,,Crime,18,13,0
305,Jeremy Renner,,Drama,22,13,0
306,Robert Carlyle,,Drama,3,13,0
307,Harold Perrineau,,Drama,3,13,0
323,David Morse,,Drama,6,13,0
324,Carrie-Anne Moss,,Drama,3,13,0
325,Sarah Roemer,,Drama,6,13,0
341,Amanda Seyfried,,Comedy,17,13,0
342,Stellan Skarsgard,,Drama,14,13,0
379,Mila Kunis,,Comedy,23,13,0
499,Liev Schreiber,,Action,15,13,0
511,Johnny Simmons,,Comedy,6,13,0
550,Willem Dafoe,,Drama,16,13,0
551,Charlotte Gainsbourg,,Drama,15,13,0
552,Storm Acheche Sahlstrom,,Drama,2,13,0
559,Richard Gere,,Drama,9,13,0
560,Cary-Hiroyuki Tagawa,,Drama,3,13,0
608,Michael Sheen,,Adventure,9,13,0
609,Steven Mackintosh,,Action,3,13,0
630,Justin Timberlake,,Comedy,12,13,0
648,Ben Affleck,,Drama,18,13,0
650,Daniel Olbrychski,,Action,3,13,0
690,Helen Mirren,,Comedy,12,13,0
715,Josh Lucas,,Comedy,3,13,0
716,Alexis Clagett,,Comedy,3,13,0
754,Andy Serkis,,Action,9,13,0
758,Jena Malone,,Action,6,13,0
775,Rosie Huntington-Whiteley,,Action,3,13,0
795,Patricia Clarkson,,Romance,6,13,0
796,Jenna Elfman,,Comedy,3,13,0
797,Mia Stallard,,Adventure,3,13,0
810,Tom Mison,,Drama,3,13,0
853,Richard Armitage,,Adventure,5,13,0
867,Taylor Kitsch,,Action,9,13,0
868,Lynn Collins,,Action,3,13,0
869,Samantha Morton,,Action,3,13,0
880,John Goodman,,Drama,17,13,0
881,Alan Arkin,,Biography,3,13,0
886,Werner Herzog,,Action,3,13,0
919,Seth MacFarlane,,Comedy,10,13,0
920,Joel McHale,,Comedy,3,13,0
957,Stacy Martin,,Drama,3,13,0
970,Lydia Wilson,,Comedy,3,13,0
976,Billy Crystal,,Animation,3,13,0
977,Steve Buscemi,,Animation,3,13,0
988,Cobie Smulders,,Drama,6,13,0
989,David Lyons,,Drama,3,13,0
993,Stephen Merchant,,Comedy,3,13,0
995,Ken Stott,,Adventure,3,13,0
1075,William Fichtner,,Action,9,13,0
1085,Neil Patrick Harris,,Crime,3,13,0
1086,Tyler Perry,,Crime,6,13,0
1145,Will Arnett,,Action,8,13,0
1195,Noel Fisher,,Action,3,13,0
1215,Jessica Lange,,Crime,3,13,0
1259,Katie Holmes,,Biography,3,13,0
1363,Jessica Barth,,Adventure,3,13,0
1492,Laura Linney,,Biography,9,13,0
1499,Douglas M. Griffin,,Drama,6,13,0
1500,James DuMont,,Action,3,13,0
1512,Chris Messina,,Crime,3,13,0
1540,John Gallagher Jr.,,Horror,9,13,0
1541,Tony Goldwyn,,Action,3,13,0
1542,Adria Arjona,,Action,3,13,0
1543,John C. McGinley,,Action,3,13,0
1578,Aldis Hodge,,Action,3,13,0
1579,Robert Knepper,,Action,3,13,0
1606,Callan McAuliffe,,Crime,3,13,0
1607,Lorraine Nicholson,,Crime,3,13,0
1608,Daniel Eric Gold,,Crime,3,13,0
1609,Clifton Collins Jr.,,Thriller,6,13,0
1629,Sasha Lane,,Drama,3,13,0
1630,Riley Keough,,Drama,6,13,0
1631,McCaul Lombardi,,Drama,3,13,0
1642,Lior Ashkenazi,,Drama,3,13,0
1673,Jessie Ok Gray,,Drama,3,13,0
1674,Cary Joji Fukunaga,,Drama,3,13,0
1700,Kate Siegel,,Horror,3,13,0
1701,Michael Trucco,,Horror,3,13,0
1702,Samantha Sloyan,,Horror,3,13,0
1956,Gabriel Luna,,Thriller,3,13,0
1957,David Acord,,Thriller,3,13,0
59,Russell Crowe,,Drama,21,14,0
75,Steve Carell,,Comedy,20,14,0
116,Christopher Plummer,,Drama,15,14,0
129,Brad Pitt,,Drama,37,14,0
130,Cate Blanchett,,Drama,32,14,0
131,Gael Garcia Bernal,,Drama,3,14,0
132,Mohamed Akhzam,,Drama,3,14,0
141,Nathan Fillion,,Comedy,6,14,0
142,Elizabeth Banks,,Comedy,12,14,0
143,Michael Rooker,,Comedy,3,14,0
144,Don Thompson,,Comedy,3,14,0
256,Casey Affleck,,Drama,18,14,0
257,Sam Shepard,,Biography,3,14,0
258,Mary-Louise Parker,,Crime,6,14,0
283,Ryan Gosling,,Drama,27,14,0
311,Michael Mantell,,Crime,3,14,0
338,Heath Ledger,,Action,6,14,0
353,Emma Stone,,Comedy,27,14,0
373,Julia Ormond,,Drama,3,14,0
411,Stuart Graham,,Biography,3,14,14
412,Laine Megaw,,Biography,3,14,14
413,Brian Milligan,,Biography,3,14,14
414,Liam McMahon,,Biography,3,14,14
432,Karen Allen,,Action,3,14,0
437,Craig Robinson,,Comedy,3,14,0
438,Gerry Bednob,,Comedy,3,14,0
470,Eric Bana,,Drama,15,14,0
497,Justin Bartha,,Comedy,6,14,0
532,Edward Asner,,Animation,3,14,0
533,Jordan Nagai,,Animation,3,14,0
534,John Ratzenberger,,Animation,3,14,0
572,Lily Cole,,Adventure,3,14,0
573,Andrew Garfield,,Adventure,17,14,0
622,Logan Lerman,,Adventure,17,14,0
623,Kevin McKidd,,Adventure,3,14,0
624,Steve Coogan,,Adventure,3,14,0
625,Brandon T. Jackson,,Adventure,5,14,0
631,Rooney Mara,,Drama,21,14,0
632,Matthew Macfadyen,,Action,9,14,0
633,Max von Sydow,,Action,3,14,0
643,Michelle Williams,,Drama,12,14,0
644,John Doman,,Drama,3,14,0
645,Faith Wladyka,,Drama,3,14,0
656,Ray Stevenson,,Action,6,14,0
763,Vicky Krieps,,Action,3,14,0
813,Sean Penn,,Drama,9,14,0
815,Hunter McCracken,,Drama,3,14,0
865,Rhys Ifans,,Action,3,14,0
866,Irrfan Khan,,Adventure,9,14,0
916,Suraj Sharma,,Adventure,3,14,0
917,Adil Hussain,,Adventure,3,14,0
918,Tabu,,Adventure,3,14,0
923,Mandy Gonzalez,,Action,3,14,0
944,Margot Robbie,,Comedy,14,14,0
945,Michael Kenneth Williams,,Biography,3,14,0
1004,Giovanni Ribisi,,Action,3,14,0
1025,Alexandra Daddario,,Adventure,12,14,0
1076,Tania Raymonde,,Horror,3,14,0
1077,Scott Eastwood,,Horror,6,14,0
1078,Trey Songz,,Horror,3,14,0
1093,J.K. Simmons,,Drama,15,14,0
1220,Kristin Scott Thomas,,Drama,3,14,0
1221,Eric Godon,,Drama,3,14,0
1268,Lily James,,Drama,9,14,0
1301,Alan Alda,,Drama,6,14,0
1316,Jack Huston,,Drama,12,14,0
1327,Rodrigo Santoro,,Drama,6,14,0
1328,Adrian Martinez,,Drama,6,14,0
1330,Sarah Paulson,,Drama,3,14,0
1346,Levi Miller,,Adventure,3,14,0
1374,Brian Dennehy,,Drama,3,14,0
1432,Rosemarie DeWitt,,Comedy,3,14,0
1444,Sunny Pawar,,Biography,3,14,0
1446,Lucas Hedges,,Drama,3,14,0
1488,Tadanobu Asano,,Adventure,3,14,0
1504,Toby Kebbell,,Drama,6,14,0
1574,Morgan Saylor,,Drama,3,14,0
1575,Brian Marc,,Drama,3,14,0
1663,Lois van Wijk,,Drama,3,14,0
1664,Benjamin Walker,,Drama,3,14,0
1693,Nazanin Boniadi,,Action,3,14,0
1719,Sam Riley,,Action,3,14,0
1720,Bella Heathcote,,Action,3,14,0
1891,Aidan Turner,,Drama,3,14,0
60,Abbie Cornish,,Drama,18,15,0
212,Charlie Cox,,Adventure,3,15,0
213,Claire Danes,,Adventure,3,15,0
214,Sienna Miller,,Drama,14,15,0
222,Edgar Ramirez,,Action,14,15,0
225,John Travolta,,Comedy,3,15,0
226,Queen Latifah,,Comedy,3,15,0
227,Nikki Blonsky,,Comedy,3,15,0
228,Michelle Pfeiffer,,Comedy,9,15,0
261,Paul Rudd,,Comedy,14,15,0
262,Leslie Mann,,Comedy,17,15,0
272,Bruce Willis,,Action,12,15,0
273,Justin Long,,Thriller,9,15,0
274,Timothy Olyphant,,Action,6,15,0
275,Maggie Q,,Action,3,15,0
407,Anthony Mackie,,Drama,15,15,0
408,Brian Geraghty,,Drama,3,15,0
465,Bradley Cooper,,Drama,28,15,0
471,Morjana Alaoui,,Horror,3,15,15
472,Mylene Jampanoi,,Horror,3,15,15
473,Catherine Begin,,Horror,3,15,15
474,Robert Toupin,,Horror,3,15,15
571,Bill Murray,,Adventure,9,15,0
590,Jamal Woolard,,Biography,3,15,0
591,Derek Luke,,Biography,3,15,0
592,Momo Dione,,Biography,3,15,0
764,Alex Pettyfer,,Drama,9,15,0
765,Dianna Agron,,Action,6,15,0
766,Teresa Palmer,,Drama,20,15,0
773,Anna Friel,,Mystery,3,15,0
774,Robert De Niro,,Comedy,20,15,0
816,Evangeline Lilly,,Action,6,15,0
817,Dakota Goyo,,Action,3,15,0
840,Dan Fogler,,Comedy,6,15,0
863,Jacki Weaver,,Comedy,3,15,0
882,Jared Gilman,,Adventure,3,15,0
883,Kara Hayward,,Adventure,3,15,0
926,Nadine Velazquez,,Thriller,6,15,0
931,Maude Apatow,,Comedy,3,15,0
932,Iris Apatow,,Comedy,3,15,0
1034,John D'Leo,,Comedy,3,15,0
1053,John Malkovich,,Comedy,3,15,0
1054,Analeigh Tipton,,Horror,6,15,0
1099,Rene Russo,,Drama,6,15,0
1112,Tyler James Williams,,Comedy,3,15,0
1113,Tessa Thompson,,Comedy,9,15,0
1114,Kyle Gallner,,Drama,6,15,0
1115,Teyonah Parris,,Comedy,3,15,0
1119,Katherine Waterston,,Comedy,6,15,0
1124,Cole Konis,,Action,3,15,0
1131,Eddie Redmayne,,Biography,12,15,0
1132,Felicity Jones,,Action,15,15,0
1133,Tom Prior,,Biography,3,15,0
1134,Sophie Perry,,Biography,3,15,0
1146,Luke Bracey,,Drama,8,15,0
1147,Michael Parks,,Drama,6,15,0
1148,Haley Joel Osment,,Comedy,3,15,0
1149,Genesis Rodriguez,,Comedy,3,15,0
1202,Diego Luna,,Adventure,12,15,0
1262,Michael Douglas,,Action,3,15,0
1263,Corey Stoll,,Adventure,6,15,0
1298,Phylicia Rashad,,Drama,3,15,0
1347,Anders Holm,,Comedy,3,15,0
1358,Riccardo Scamarcio,,Comedy,3,15,0
1434,Alison Sudol,,Adventure,3,15,0
1436,Alan Tudyk,,Action,3,15,0
1437,Donnie Yen,,Action,3,15,0
1503,Lewis MacDougall,,Drama,3,15,0
1532,Danny DeVito,,Comedy,3,15,0
1533,Edie Falco,,Comedy,3,15,0
1556,Neel Sethi,,Adventure,3,15,0
1795,Mel Gibson,,Action,3,15,0
1796,Erin Moriarty,,Action,6,15,0
1817,Sofia Black-D'Elia,,Drama,3,15,0
1818,Travis Tope,,Drama,3,15,0
1819,Michael Kelly,,Drama,3,15,0
1843,Josh Stewart,,Crime,3,15,0
1844,Bill Engvall,,Crime,3,15,0
1845,Alex Essoe,,Crime,3,15,0
1846,Ronnie Gene Blevins,,Horror,6,15,0
1858,Usher Raymond,,Action,3,15,0
1859,Ruben Blades,,Action,3,15,0
1873,Dermot Mulroney,,Drama,3,15,0
1874,Diego Klattenhoff,,Drama,3,15,0
1911,Michael Vartan,,Horror,3,15,0
12,Gerard Butler,,Action,28,16,0
63,Denzel Washington,,Action,27,16,0
