Id,Label,timeset,topgenre,Degree,modularity_class,componentnumber
157,Josh Hartnett,,Crime,3,16,0
159,Morgan Freeman,,Action,24,16,0
160,Lucy Liu,,Crime,3,16,0
176,Christopher Mintz-Plasse,,Comedy,12,16,0
239,Hilary Swank,,Drama,6,16,0
240,Harry Connick Jr.,,Drama,3,16,0
241,Lisa Kudrow,,Drama,6,16,0
246,Susan Sarandon,,Animation,6,16,0
247,Patrick Dempsey,,Animation,6,16,0
248,Nicolas Cage,,Action,9,16,0
249,Eva Mendes,,Action,9,16,0
250,Sam Elliott,,Action,3,16,0
251,Matt Long,,Action,3,16,0
253,Rose Byrne,,Comedy,25,16,0
259,Seth Rogen,,Comedy,28,16,0
260,Katherine Heigl,,Comedy,9,16,0
303,Imelda Staunton,,Biography,3,16,0
304,Scott Glenn,,Biography,6,16,0
339,Aaron Eckhart,,Drama,12,16,0
380,Mike Vogel,,Action,5,16,0
381,Jessica Lucas,,Horror,6,16,0
382,Lizzy Caplan,,Action,6,16,0
383,T.J. Miller,,Comedy,17,16,0
405,James Franco,,Comedy,24,16,0
406,Danny McBride,,Action,8,16,0
475,Robert Hoffman,,Drama,3,16,16
476,Briana Evigan,,Drama,3,16,16
477,Cassie Ventura,,Drama,3,16,16
478,Adam G. Sevani,,Drama,3,16,16
540,Chloe Grace Moretz,,Drama,32,16,0
586,Bree Turner,,Comedy,3,16,0
587,Eric Winter,,Comedy,3,16,0
593,Zac Efron,,Comedy,21,16,0
618,Aaron Taylor-Johnson,,Action,17,16,0
619,Garrett M. Brown,,Action,3,16,0
628,Jay Baruchel,,Comedy,10,16,0
629,Alice Eve,,Comedy,6,16,0
651,Derek Jeter,,Action,3,16,0
706,Craig Ferguson,,Animation,4,16,0
709,Amber Tamblyn,,Adventure,3,16,0
710,Kate Mara,,Adventure,15,16,0
711,Sean Bott,,Adventure,3,16,0
822,Ari Graynor,,Comedy,3,16,0
823,Blythe Danner,,Romance,6,16,0
835,Rasmus Hardiker,,Adventure,3,16,0
842,Craig Van Hook,,Crime,3,16,0
929,Taylor Schilling,,Drama,3,16,0
930,Riley Thomas Stewart,,Drama,3,16,0
978,Mireille Enos,,Action,6,16,0
979,Daniella Kertesz,,Action,3,16,0
982,Jim Carrey,,Crime,9,16,0
985,Angela Bassett,,Action,3,16,0
1037,Miles Teller,,Drama,17,16,0
1094,Melissa Benoist,,Drama,3,16,0
1095,Paul Reiser,,Drama,3,16,0
1117,Marton Csokas,,Crime,6,16,0
1118,David Harbour,,Crime,6,16,0
1153,Ryan Potter,,Animation,3,16,0
1154,Scott Adsit,,Animation,3,16,0
1155,Jamie Chung,,Animation,3,16,0
1179,Randall Park,,Comedy,3,16,0
1188,Zoey Deutch,,Comedy,18,16,0
1226,Jamie Blackley,,Drama,3,16,0
1227,Joshua Leonard,,Drama,3,16,0
1228,Michael B. Jordan,,Comedy,8,16,0
1239,Adam Pally,,Adventure,3,16,0
1240,Thomas Middleditch,,Adventure,3,16,0
1241,Shannon Woodward,,Adventure,3,16,0
1461,Tangie Ambrose,,Comedy,3,16,0
1462,Cedric the Entertainer,,Comedy,3,16,0
1514,Steve Lantz,,Comedy,3,16,0
1515,Gregg Weiner,,Comedy,3,16,0
1550,Adam Devine,,Adventure,3,16,0
1551,Aubrey Plaza,,Comedy,5,16,0
1668,Matthew Zuk,,Action,3,16,0
1669,Gabriela Lopez,,Action,3,16,0
1670,Bailey Anne Borders,,Action,3,16,0
1774,Kati Outinen,,Crime,3,16,0
1790,Katey Sagal,,Biography,3,16,0
1947,Nicholas Braun,,Comedy,3,16,0
1948,Mateo Arias,,Comedy,3,16,0
1949,Israel Broussard,,Comedy,3,16,0
8,Leonardo DiCaprio,,Drama,30,17,0
10,Jack Nicholson,,Crime,3,17,0
95,Kagiso Kuypers,,Adventure,3,17,0
121,Ted Levine,,Horror,3,17,0
122,Kathleen Quinlan,,Horror,3,17,0
123,Dan Byrd,,Horror,6,17,0
124,Emilie de Ravin,,Horror,6,17,0
127,Ving Rhames,,Thriller,6,17,0
265,Naomi Watts,,Drama,27,17,0
266,Viggo Mortensen,,Drama,9,17,0
267,Armin Mueller-Stahl,,Crime,3,17,0
268,Josef Altin,,Crime,3,17,0
280,Malin Akerman,,Comedy,12,17,0
281,Jerry Stiller,,Comedy,3,17,0
294,Ray Winstone,,Action,9,17,0
295,Crispin Glover,,Animation,3,17,0
297,Robin Wright,,Drama,9,17,0
310,George Clooney,,Drama,24,17,0
343,Kristen Stewart,,Drama,19,17,0
344,Robert Pattinson,,Drama,13,17,0
345,Billy Burke,,Drama,6,17,0
346,Sarah Clarke,,Drama,3,17,0
374,Kate Winslet,,Drama,19,17,0
375,Christopher Fitzgerald,,Drama,3,17,0
376,Jonathan Roumie,,Drama,3,17,0
393,Ron Perlman,,Adventure,15,17,0
394,Selma Blair,,Action,3,17,0
395,Doug Jones,,Action,3,17,0
396,John Alexander,,Action,3,17,0
489,Jackie Earle Haley,,Action,3,17,0
490,Patrick Wilson,,Thriller,20,17,0
491,Carla Gugino,,Action,6,17,0
492,Christos Stergioglou,,Drama,3,17,17
493,Michele Valley,,Drama,3,17,17
494,Angeliki Papoulia,,Drama,3,17,17
495,Hristos Passalis,,Drama,3,17,17
567,Vera Farmiga,,Mystery,17,17,0
568,Peter Sarsgaard,,Drama,12,17,0
569,Isabelle Fuhrman,,Horror,3,17,0
570,CCH Pounder,,Horror,3,17,0
636,Mandy Moore,,Animation,3,17,0
637,Zachary Levi,,Animation,3,17,0
638,Donna Murphy,,Animation,3,17,0
682,Oliver Platt,,Drama,9,17,0
713,Caitlyn Rund,,Drama,3,17,0
714,Moises Acevedo,,Drama,3,17,0
717,Elisabeth Shue,,Comedy,3,17,0
718,Jerry O'Connell,,Comedy,3,17,0
719,Richard Dreyfuss,,Thriller,6,17,0
724,Taylor Lautner,,Adventure,8,17,0
725,Xavier Samuel,,Drama,12,17,0
808,Alexander Skarsgard,,Action,12,17,0
818,Gil Birmingham,,Drama,6,17,0
824,Shailene Woodley,,Drama,17,17,0
825,Amara Miller,,Comedy,3,17,0
826,Nick Krause,,Comedy,3,17,0
843,Christoph Waltz,,Drama,9,17,0
844,Kerry Washington,,Drama,3,17,0
864,Peter Facinelli,,Adventure,3,17,0
910,Dylan O'Brien,,Action,7,17,0
911,Britt Robertson,,Drama,12,17,0
912,Victoria Justice,,Comedy,3,17,0
913,James Frecheville,,Drama,6,17,0
955,Ron Livingston,,Horror,3,17,0
956,Lili Taylor,,Horror,3,17,0
1090,Theo James,,Adventure,15,17,0
1091,Jai Courtney,,Adventure,12,17,0
1125,Ansel Elgort,,Drama,5,17,0
1126,Nat Wolff,,Drama,9,17,0
1139,Kaya Scodelario,,Action,4,17,0
1140,Will Poulter,,Action,6,17,0
1141,Thomas Brodie-Sangster,,Action,4,17,0
1260,Hugh Laurie,,Action,3,17,0
1261,Raffey Cassidy,,Action,3,17,0
1276,Colton Haynes,,Action,3,17,0
1307,Jeff Daniels,,Biography,6,17,0
1318,Chris Cooper,,Comedy,3,17,0
1319,Judah Lewis,,Comedy,3,17,0
1329,Giancarlo Esposito,,Action,3,17,0
1332,Matthew Fox,,Adventure,3,17,0
1378,Cara Delevingne,,Drama,3,17,0
1379,Austin Abrams,,Drama,3,17,0
1380,Justice Smith,,Drama,3,17,0
1400,Vernetta Lopez,,Drama,3,17,0
1401,Scott Lawrence,,Drama,3,17,0
1509,George MacKay,,Comedy,3,17,0
1510,Samantha Isler,,Comedy,3,17,0
1511,Annalise Basso,,Comedy,6,17,0
1525,Lars Eidinger,,Drama,3,17,0
1526,Sigrid Bouaziz,,Drama,3,17,0
1527,Anders Danielsen Lie,,Drama,3,17,0
1534,Rory J. Saper,,Action,3,17,0
1535,Christian Stevens,,Action,3,17,0
1586,Madison Wolfe,,Horror,3,17,0
1587,Frances O'Connor,,Horror,3,17,0
1780,Elisabeth Moss,,Biography,3,17,0
1855,Eddie Murphy,,Comedy,3,17,0
1856,Natascha McElhone,,Comedy,3,17,0
1866,Elizabeth Reaser,,Horror,3,17,0
1867,Lulu Wilson,,Horror,3,17,0
1868,Henry Thomas,,Horror,3,17,0
1912,Charlie Heaton,,Drama,3,17,0
78,Abigail Breslin,,Comedy,12,18,0
93,Djimon Hounsou,,Drama,6,18,0
290,Kevin Costner,,Drama,15,18,0
291,Demi Moore,,Crime,3,18,0
292,William Hurt,,Crime,6,18,0
293,Dane Cook,,Crime,3,18,0
384,Asa Butterfield,,Drama,12,18,0
385,David Thewlis,,Drama,6,18,0
386,Rupert Friend,,Drama,3,18,0
387,Zac Mattoon O'Brien,,Drama,3,18,0
390,Sean Faris,,Action,3,18,0
391,Amber Heard,,Drama,9,18,0
392,Cam Gigandet,,Action,6,18,0
553,Jared Padalecki,,Horror,3,18,18
554,Amanda Righetti,,Horror,3,18,18
555,Derek Mears,,Horror,3,18,18
556,Danielle Panabaker,,Horror,3,18,18
603,Anna Kendrick,,Comedy,31,18,0
704,Hailee Steinfeld,,Drama,18,18,0
738,Octavia Spencer,,Drama,6,18,0
798,Christopher Lee,,Adventure,3,18,0
856,Brittany Snow,,Comedy,4,18,0
857,Rebel Wilson,,Comedy,10,18,0
858,Anna Camp,,Comedy,3,18,0
887,Ethan Hawke,,Drama,21,18,0
888,Juliet Rylance,,Horror,3,18,0
889,James Ransone,,Horror,6,18,0
890,Fred Dalton Thompson,,Horror,3,18,0
937,America Ferrera,,Crime,3,18,0
1030,Max Burkholder,,Horror,3,18,0
1031,Adelaide Kane,,Horror,3,18,0
1046,Adam Levine,,Drama,3,18,0
1055,Sally Hawkins,,Drama,6,18,0
1156,Sarah Snook,,Drama,3,18,0
1157,Noah Taylor,,Drama,3,18,0
1158,Madeleine West,,Drama,3,18,0
1192,Ellar Coltrane,,Drama,3,18,0
1193,Patricia Arquette,,Drama,3,18,0
1194,Elijah Smith,,Drama,3,18,0
1229,Connie Nielsen,,Action,3,18,0
1264,Anya Taylor-Joy,,Horror,9,18,0
1265,Ralph Ineson,,Horror,3,18,0
1266,Kate Dickie,,Horror,3,18,0
1267,Julian Richings,,Horror,3,18,0
1362,Dale Dickey,,Crime,3,18,0
1375,Wes Bentley,,Drama,6,18,0
1376,Emily Ratajkowski,,Drama,3,18,0
1377,Jonny Weston,,Drama,3,18,0
1381,Logan Huffman,,Action,3,18,0
1382,Alexander Ludwig,,Action,3,18,0
1428,Haley Lu Richardson,,Horror,6,18,0
1429,Jessica Sula,,Horror,3,18,0
1435,Janelle Monae,,Biography,3,18,0
1570,Blake Jenner,,Comedy,6,18,0
1571,Kyra Sedgwick,,Comedy,3,18,0
1921,Kari Matchett,,Biography,3,18,0
1922,Zachary Bennett,,Biography,3,18,0
99,Edward Norton,,Drama,15,19,0
100,Jessica Biel,,Drama,9,19,0
101,Paul Giamatti,,Drama,9,19,0
102,Rufus Sewell,,Drama,3,19,0
161,Laura Dern,,Drama,9,19,0
162,Jeremy Irons,,Drama,12,19,0
163,Justin Theroux,,Drama,6,19,0
164,Karolina Gruszka,,Drama,3,19,0
276,Tim Roth,,Action,15,19,0
277,Michael Pitt,,Drama,6,19,0
278,Brady Corbet,,Crime,3,19,0
359,Dev Patel,,Drama,15,19,0
360,Freida Pinto,,Drama,6,19,0
361,Saurabh Shukla,,Drama,3,19,0
362,Anil Kapoor,,Drama,3,19,0
524,Sharlto Copley,,Action,27,19,0
525,David James,,Action,3,19,0
526,Jason Cope,,Action,3,19,0
527,Nathalie Boltt,,Action,3,19,0
561,Ricardo Darin,,Drama,3,19,19
562,Soledad Villamil,,Drama,3,19,19
563,Pablo Rago,,Drama,3,19,19
564,Carla Quevedo,,Drama,3,19,19
672,Noah Ringer,,Action,3,19,0
673,Nicola Peltz,,Action,6,19,0
674,Jackson Rathbone,,Action,3,19,0
755,Karin Konoval,,Action,3,19,0
894,Sam Claflin,,Drama,12,19,0
1019,Lily Collins,,Comedy,9,19,0
1020,Jamie Campbell Bower,,Action,3,19,0
1021,Robert Sheehan,,Action,3,19,0
1022,Jemima West,,Action,3,19,0
1092,Jack Reynor,,Action,6,19,0
1189,Lucy Fry,,Action,3,19,0
1190,Danila Kozlovsky,,Action,6,19,0
1191,Gabriel Byrne,,Action,3,19,0
1196,Christian Cooke,,Comedy,3,19,0
1197,Jaime Winstone,,Comedy,3,19,0
1199,Steven Yeun,,Drama,3,19,0
1200,Astrid Berges-Frisbey,,Drama,3,19,0
1201,Brit Marling,,Drama,3,19,0
1236,David Oyelowo,,Biography,9,19,0
1237,Carmen Ejogo,,Biography,3,19,0
1238,Lorraine Toussaint,,Biography,3,19,0
1277,Haley Bennett,,Drama,12,19,0
1283,Emilia Clarke,,Action,6,19,0
1383,Malcolm Sinclair,,Biography,3,19,0
1384,Raghuvir Joshi,,Biography,3,19,0
1490,Janet McTeer,,Drama,3,19,0
1491,Charles Dance,,Drama,3,19,0
1633,Vincent Kartheiser,,Crime,3,19,0
1647,Ferdia Walsh-Peelo,,Comedy,3,19,0
1648,Aidan Gillen,,Comedy,3,19,0
1649,Maria Doyle Kennedy,,Comedy,3,19,0
1864,Taissa Farmiga,,Comedy,3,19,0
1865,Steve Tom,,Comedy,3,19,0
1901,Tom Felton,,Biography,3,19,0
1969,Madina Nalwanga,,Biography,3,19,0
1970,Lupita Nyong'o,,Biography,3,19,0
1971,Martin Kabanza,,Biography,3,19,0
67,Jennifer Aniston,,Comedy,21,20,0
68,Vince Vaughn,,Comedy,11,20,0
69,Jon Favreau,,Comedy,8,20,0
70,Joey Lauren Adams,,Comedy,3,20,0
94,Jennifer Connelly,,Drama,12,20,0
108,Bob Balaban,,Drama,6,20,0
244,Jason Bateman,,Comedy,24,20,0
356,Idris Elba,,Action,18,20,0
498,Ed Helms,,Comedy,9,20,0
548,Morgan Lily,,Comedy,3,20,0
549,Trenton Rogers,,Comedy,3,20,0
582,Justin Chatwin,,Action,3,20,20
583,James Marsters,,Action,3,20,20
584,Yun-Fat Chow,,Action,3,20,20
585,Emmy Rossum,,Action,3,20,20
779,Charlie Day,,Comedy,10,20,0
780,Jason Sudeikis,,Comedy,17,20,0
781,Steve Wiebe,,Comedy,3,20,0
870,Olivia Munn,,Comedy,6,20,0
946,Charlie Hunnam,,Action,9,20,0
947,Rinko Kikuchi,,Action,3,20,0
952,Emma Roberts,,Crime,9,20,0
1024,Aasif Mandvi,,Comedy,3,20,0
1048,Ruth Wilson,,Drama,6,20,0
1222,Eric Stonestreet,,Mystery,6,20,0
1269,Richard Madden,,Drama,6,20,0
1306,Jasmine Trinca,,Action,3,20,0
1313,Christina Applegate,,Comedy,6,20,0
1314,Skyler Gisondo,,Adventure,3,20,0
1315,Steele Stebbins,,Adventure,3,20,0
1320,Kevin Hart,,Comedy,9,20,0
1321,Alison Brie,,Comedy,12,20,0
1322,T.I.,,Comedy,3,20,0
1371,Kiernan Shipka,,Horror,3,20,0
1372,Lauren Holly,,Horror,3,20,0
1373,Lucy Boynton,,Thriller,6,20,0
1402,Jordan Carlos,,Comedy,3,20,0
1403,Margarita Levieva,,Comedy,3,20,0
1410,Lake Bell,,Action,6,20,0
1411,Chatchawai Kamonsakpitak,,Action,3,20,0
1416,Charlotte Le Bon,,Crime,15,20,0
1417,Guillaume Baillargeon,,Adventure,3,20,0
1418,emilie Leclerc,,Adventure,3,20,0
1441,Austin Stowell,,Action,3,20,0
1442,Tim Blake Nelson,,Action,3,20,0
1443,Louis C.K.,,Animation,3,20,0
1501,Daniel Gimenez Cacho,,Drama,3,20,0
1505,Ginnifer Goodwin,,Animation,3,20,0
1506,Jenny Slate,,Animation,3,20,0
1557,Dave Franco,,Adventure,6,20,0
1558,Emily Meade,,Adventure,3,20,0
1559,Miles Heizer,,Adventure,3,20,0
1656,Romain Duris,,Thriller,3,20,0
1657,Jalil Lespert,,Thriller,3,20,0
1658,Camille Cottin,,Thriller,3,20,0
1718,Gretchen Mol,,Drama,3,20,0
1804,Kelly Reilly,,Action,3,20,0
1942,Paula Prentiss,,Thriller,3,20,0
146,Dustin Hoffman,,Drama,10,21,0
296,Angelina Jolie,,Action,19,21,0
347,Jack Black,,Action,10,21,0
388,John Leguizamo,,Sci-Fi,9,21,0
389,Ashlyn Sanchez,,Sci-Fi,3,21,0
410,Michael Ealy,,Drama,6,21,0
454,Ian McShane,,Action,12,21,0
455,Colm Feore,,Biography,3,21,0
456,Amy Ryan,,Drama,12,21,0
457,Gattlin Griffith,,Biography,3,21,0
594,Matthew Perry,,Comedy,3,21,0
595,Thomas Lennon,,Comedy,6,21,0
599,Dieter Laser,,Horror,3,21,21
600,Ashley C. Williams,,Horror,3,21,21
601,Ashlynn Yennie,,Horror,3,21,21
602,Akihiro Kitamura,,Horror,3,21,21
610,Ken Watanabe,,Action,9,21,0
742,Bryan Cranston,,Drama,21,21,0
777,John Hurt,,Action,6,21,0
778,Stephen Dorff,,Action,3,21,0
800,Stephen Lang,,Action,6,21,0
902,Kate Beckinsale,,Action,18,21,0
903,India Eisley,,Action,3,21,0
904,Stephen Rea,,Action,3,21,0
905,Bokeem Woodbine,,Action,3,21,0
951,Elizabeth Olsen,,Action,6,21,0
1001,Jane Levy,,Horror,9,21,0
1002,Shiloh Fernandez,,Fantasy,3,21,0
1003,Lou Taylor Pucci,,Fantasy,3,21,0
1116,Joseph Fiennes,,Action,3,21,0
1224,Dylan Minnette,,Comedy,9,21,0
1231,Jake Johnson,,Comedy,3,21,0
1232,Damon Wayans Jr.,,Comedy,3,21,0
1233,Rob Riggle,,Comedy,6,21,0
1234,Nina Dobrev,,Comedy,3,21,0
1309,Sanjeev Bhaskar,,Comedy,3,21,0
1323,Odeya Rush,,Adventure,3,21,0
1324,Ryan Lee,,Adventure,3,21,0
1412,Ryoko Seta,,Drama,3,21,0
1486,Tobias Menzies,,Action,3,21,0
1487,Lara Pulver,,Action,3,21,0
1489,Daniel Zovatto,,Crime,3,21,0
1610,Danielle Nicolet,,Action,3,21,0
1623,Lucas Till,,Action,6,21,0
1624,Barry Pepper,,Action,3,21,0
1635,Mel Raido,,Drama,3,21,0
1636,Duncan Joiner,,Drama,3,21,0
1665,Ray Romano,,Animation,3,21,0
1666,Denis Leary,,Animation,3,21,0
1667,Chris Wedge,,Animation,3,21,0
1833,Chloe Sevigny,,Comedy,3,21,0
1834,Emma Greenwell,,Comedy,3,21,0
604,Melissa George,,Fantasy,3,22,22
605,Joshua McIvor,,Fantasy,3,22,22
606,Jack Taylor,,Fantasy,3,22,22
607,Michael Dorman,,Fantasy,3,22,22
639,Srdjan 'Zika' Todorovic,,Horror,3,23,23
640,Sergej Trifunovic,,Horror,3,23,23
641,Jelena Gavrilovic,,Horror,3,23,23
642,Slobodan Bestic,,Horror,3,23,23
694,Lubna Azabal,,Drama,3,25,25
695,Melissa Desormeaux-Poulin,,Drama,3,25,25
696,Maxim Gaudette,,Drama,3,25,25
697,Mustafa Kamel,,Drama,3,25,25
728,Sarah Butler,,Crime,3,26,26
729,Jeff Branson,,Crime,3,26,26
730,Andrew Howard,,Crime,3,26,26
731,Daniel Franzese,,Crime,3,26,26
750,Francois Cluzet,,Biography,3,27,27
751,Omar Sy,,Comedy,6,27,27
752,Anne Le Ny,,Biography,3,27,27
753,Audrey Fleurot,,Biography,3,27,27
1982,Clemence Poesy,,Comedy,3,27,27
1983,Antoine Bertrand,,Comedy,3,27,27
1984,Ashley Walters,,Comedy,3,27,27
782,Amber Perkins,,Drama,3,28,28
783,Rachel Quinn,,Drama,3,28,28
784,Dean Waite,,Drama,3,28,28
785,Jael Elizabeth Steinmeyer,,Drama,3,28,28
827,Neve Campbell,,Horror,3,29,29
828,Courteney Cox,,Horror,3,29,29
829,David Arquette,,Horror,3,29,29
830,Lucy Hale,,Horror,3,29,29
836,Nicholas D'Agosto,,Horror,3,30,30
837,Emma Bell,,Horror,3,30,30
838,Arlen Escarpeta,,Horror,3,30,30
839,Miles Fisher,,Horror,6,30,30
1906,Katie Cassidy,,Horror,3,30,30
1907,Elizabeth Henstridge,,Horror,3,30,30
1908,Adam Campbell,,Horror,3,30,30
876,Mads Mikkelsen,,Drama,3,31,31
877,Thomas Bo Larsen,,Drama,3,31,31
878,Annika Wedderkopp,,Drama,3,31,31
879,Lasse Fogelstrom,,Drama,3,31,31
906,Jason Biggs,,Comedy,6,32,32
907,Alyson Hannigan,,Comedy,3,32,32
908,Seann William Scott,,Comedy,3,32,32
909,Chris Klein,,Comedy,3,32,32
1975,Janet Montgomery,,Comedy,3,32,32
1976,Ashley Tisdale,,Comedy,3,32,32
1977,Bria L. Murphy,,Comedy,3,32,32
1060,Emily Baldoni,,Mystery,3,33,33
1061,Maury Sterling,,Mystery,3,33,33
1062,Nicholas Brendon,,Mystery,3,33,33
1063,Elizabeth Gracen,,Mystery,3,33,33
1174,Anne Dorval,,Drama,3,34,34
1175,Antoine-Olivier Pilon,,Drama,3,34,34
1176,Suzanne Clement,,Drama,3,34,34
1177,Patrick Huard,,Drama,3,34,34
1180,Heather Sossaman,,Drama,3,35,35
1181,Matthew Bohrer,,Drama,3,35,35
1182,Courtney Halverson,,Drama,3,35,35
1183,Shelley Hennig,,Drama,3,35,35
1184,Dario Grandinetti,,Comedy,3,36,36
1185,Maria Marull,,Comedy,3,36,36
1186,MOnica Villa,,Comedy,3,36,36
1187,Rita Cortese,,Comedy,3,36,36
1242,Prabhas,,Action,3,37,37
1243,Rana Daggubati,,Action,3,37,37
1244,Anushka Shetty,,Action,3,37,37
1245,Tamannaah Bhatia,,Action,3,37,37
1284,O'Shea Jackson Jr.,,Biography,3,39,38
1285,Corey Hawkins,,Biography,3,39,38
1286,Jason Mitchell,,Biography,3,39,38
1287,Neil Brown Jr.,,Biography,3,39,38
1349,Matt Vael,,Crime,3,40,39
1350,Simon Cotton,,Crime,3,40,39
1351,Kevin Leslie,,Crime,3,40,39
1352,Olivia Moyles,,Crime,3,40,39
1388,Munro Chambers,,Action,3,41,40
1389,Laurence Leboeuf,,Action,3,41,40
1390,Michael Ironside,,Action,3,41,40
1391,Edwin Wright,,Action,3,41,40
1396,Rolf Lassgard,,Comedy,3,42,41
1397,Bahar Pars,,Comedy,3,42,41
1398,Filip Berg,,Comedy,3,42,41
1399,Ida Engvoll,,Comedy,3,42,41
1447,Emma Booth,,Crime,3,43,42
1448,Ashleigh Cummings,,Crime,3,43,42
1449,Stephen Curry,,Crime,3,43,42
1450,Susie Porter,,Crime,3,43,42
1453,Fiona Gordon,,Comedy,3,44,43
1454,Dominique Abel,,Comedy,3,44,43
1455,Emmanuelle Riva,,Comedy,3,44,43
1456,Pierre Richard,,Comedy,3,44,43
1457,Jocelin Donahue,,Horror,3,45,44
1458,Jesse Bradford,,Horror,3,45,44
1459,Jesse Borrego,,Horror,3,45,44
1460,Lori Petty,,Horror,3,45,44
1474,Brittany Blanton,,Horror,3,46,45
1475,Ayse Howard,,Horror,3,46,45
1476,Roman Jossart,,Horror,3,46,45
1477,Nadia White,,Horror,3,46,45
1517,Ryunosuke Kamiki,,Animation,3,47,46
1518,Mone Kamishiraishi,,Animation,3,47,46
1519,Ryo Narita,,Animation,3,47,46
1520,Aoi Yuki,,Animation,6,47,46
1928,Miyu Irino,,Animation,3,47,46
1929,Saori Hayami,,Animation,3,47,46
1930,Kensho Ono,,Animation,3,47,46
1521,Aaron Poole,,Horror,3,48,47
1522,Kenneth Welsh,,Horror,3,48,47
1523,Daniel Fathers,,Horror,3,48,47
1524,Kathleen Munroe,,Horror,3,48,47
1528,Mario Casas,,Crime,3,49,48
1529,Ana Wagener,,Crime,3,49,48
1530,Jose Coronado,,Crime,3,49,48
1531,Barbara Lennie,,Crime,3,49,48
1536,Eve Lindley,,Drama,3,50,49
1537,Richard Kind,,Drama,3,50,49
1538,Mark Consuelos,,Drama,3,50,49
1539,Katherine Reis,,Drama,3,50,49
330,Darsheel Safary,,Drama,3,51,10
331,Aamir Khan,,Drama,12,51,10
332,Tanay Chheda,,Drama,3,51,10
333,Sachet Engineer,,Drama,3,51,10
513,Madhavan,,Comedy,3,51,10
514,Mona Singh,,Comedy,3,51,10
515,Sharman Joshi,,Comedy,3,51,10
1208,Anushka Sharma,,Comedy,3,51,10
1209,Sanjay Dutt,,Comedy,3,51,10
1210,Boman Irani,,Comedy,3,51,10
1544,Sakshi Tanwar,,Action,3,51,10
1545,Fatima Sana Shaikh,,Action,3,51,10
1546,Sanya Malhotra,,Action,3,51,10
1552,Scott Adkins,,Action,3,52,50
1553,Teodora Duhovnikova,,Action,3,52,50
1554,Alon Aboutboul,,Action,3,52,50
1555,Julian Vergov,,Action,3,52,50
1566,Min-hee Kim,,Drama,3,53,51
1567,Jung-woo Ha,,Drama,3,53,51
1568,Jin-woong Jo,,Drama,3,53,51
1569,So-ri Moon,,Drama,3,53,51
1582,Graham Skipper,,Adventure,3,54,52
1583,Chase Williamson,,Adventure,3,54,52
1584,Brea Grant,,Adventure,3,54,52
1585,Barbara Crampton,,Adventure,3,54,52
1593,Taraneh Alidoosti,,Drama,3,55,53
1594,Shahab Hosseini,,Drama,3,55,53
1595,Babak Karimi,,Drama,3,55,53
1596,Farid Sajjadi Hosseini,,Drama,3,55,53
1601,Erika Linder,,Drama,3,56,54
1602,Natalie Krill,,Drama,3,56,54
1603,Sebastian Pigott,,Drama,3,56,54
1604,Mayko Nguyen,,Drama,3,56,54
1625,Mark Huberman,,Drama,3,57,55
1626,Susan Loughnane,,Drama,3,57,55
1627,Steve Oram,,Drama,3,57,55
1628,Catherine Walker,,Drama,3,57,55
1643,Sarah Hyland,,Horror,3,58,56
1644,Steven Krueger,,Horror,3,58,56
1645,Justin Chon,,Horror,3,58,56
1646,Clara Mamet,,Horror,3,58,56
1675,Luke Treadaway,,Biography,3,59,57
1676,Bob the Cat,,Biography,3,59,57
1677,Ruta Gedmintas,,Biography,3,59,57
1678,Joanne Froggatt,,Biography,3,59,57
1682,Alexi Pappas,,Drama,3,60,58
1683,Chase Offerle,,Drama,3,60,58
1684,Rachel Dratch,,Drama,3,60,58
1685,Andy Buckley,,Drama,3,60,58
1687,Florence Pugh,,Drama,3,61,59
1688,Christopher Fairbank,,Drama,3,61,59
1689,Cosmo Jarvis,,Drama,3,61,59
1690,Naomi Ackie,,Drama,3,61,59
1694,Jacob Latimore,,Action,3,62,60
1695,Seychelle Gabriel,,Action,3,62,60
1696,Dule Hill,,Action,3,62,60
1697,Storm Reid,,Action,3,62,60
1721,Frank Grillo,,Action,3,63,64
1722,Elizabeth Mitchell,,Action,3,63,64
1723,Mykelti Williamson,,Action,3,63,64
1724,Joseph Julian Soria,,Action,3,63,64
1725,Marilyn Manson,,Action,3,64,65
1726,Mark Boone Junior,,Action,3,64,65
1727,Sam Quartin,,Action,3,64,65
1728,Niko Nicotera,,Action,3,64,65
1729,Alex Karpovsky,,Comedy,3,65,66
1730,Wyatt Russell,,Comedy,3,65,66
1731,Meredith Hagner,,Comedy,3,65,66
1732,Melanie Lynskey,,Comedy,3,65,66
1738,Lauren Cohan,,Horror,3,66,67
1739,Rupert Evans,,Horror,3,66,67
1740,James Russell,,Horror,3,66,67
1741,Jim Norton,,Horror,3,66,67
1744,Dominic Monaghan,,Horror,3,67,68
1745,Ksenia Solo,,Horror,3,67,68
1746,Jennette McCurdy,,Horror,3,67,68
1747,Da'Vone McDonald,,Horror,3,67,68
1750,Giuseppe Battiston,,Comedy,3,68,69
1751,Anna Foglietta,,Comedy,3,68,69
1752,Marco Giallini,,Comedy,3,68,69
1753,Edoardo Leo,,Comedy,3,68,69
1761,Anton Adasinsky,,Action,3,69,70
1762,Aleksandr Armer,,Action,3,69,70
1763,Vilen Babichev,,Action,3,69,70
1764,Rostislav Bershauer,,Action,3,69,70
1765,Billy Magnussen,,Action,3,70,71
1766,Terry Chen,,Action,3,70,71
